Centorid_representative_sequence	Cluster_Bin_ID	dRep_Genome_Rank	Bin_Taxonomy	NCBI_Taxonomy	KO	Final_Taxonomy
Ga0307119_135583303	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114336_12781021	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0226666_10573592	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114841_10098651	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114341_100304771	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114337_10133545	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0226807_10605931	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114341_100557593	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114344_10371553	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114336_11400622	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114356_10510931	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114354_10370872	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114354_11120182	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114341_100215634	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0226807_10276952	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114337_10048957	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0307119_118092981	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114336_10089077	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0307117_11947062	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114351_11251512	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114351_11501482	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114341_1000453317	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114341_103353453	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114341_100588161	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114338_100058513	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114341_101229271	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114337_11464051	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114337_10262194	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114344_11200531	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114341_104238092	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114341_100187353	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114337_1000001353	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114336_12331811	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114337_10776501	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114336_10217284	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0307119_118098351	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0365732_0061158_445_954	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0365732_1879514_2_439	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0307119_102119341	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114347_10026622	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114347_10819891	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114337_12351962	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114336_1000007164	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114341_100075633	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114344_11342552	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114336_10007694	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0307119_112603622	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0226807_11571321	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114354_11008422	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0307119_118046361	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114347_100152521	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114337_10651302	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114351_10081554	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0071351_10040543	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114337_10030365	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114337_12702721	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114337_10306733	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114354_12662931	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114354_100034518	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114354_11077732	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114344_12701121	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114341_100808882	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114337_100242517	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114337_10158483	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0307119_108883683	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114337_10359282	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0307119_120926212	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114336_10281094	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114337_10323523	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0307119_124564001	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0307118_16986061	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114356_100215414	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114344_10496032	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114337_10952632	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114341_100525931	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0226807_12006131	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114841_11469062	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114354_12771051	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114341_102399912	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0307117_13795601	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114354_10081462	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0307119_106418841	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114341_103007621	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114351_12784261	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114351_11488252	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114347_11639771	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114337_11037071	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114336_11307081	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0307119_134352691	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0307118_16559912	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0307117_11289044	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114841_10550602	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114338_13007641	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0365732_1234434_2_430	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114336_10074263	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114351_10362254	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0307117_13819331	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0307119_103826822	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114351_100259326	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114344_10765082	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0365732_1258072_1_423	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114351_15087141	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114341_102710122	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114337_13730081	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114338_10698041	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114351_10027972	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0307117_12340641	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114337_11730011	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114336_10678193	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114841_10011832	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0307119_107806762	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114336_100466112	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114336_14541881	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0307119_131282081	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114336_11295772	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0307117_12646667	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114341_101793671	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0307119_125486644	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114336_100488311	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114347_100015955	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114354_11262071	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0307119_120834483	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114341_102720671	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114336_10069775	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0226667_10901471	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114347_10010762	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114344_11536681	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114336_10074404	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0307119_106720994	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114337_10163733	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114338_100013532	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114347_11541211	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0226665_10108073	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114351_12890351	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114336_11336122	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114337_100016190	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0226669_10159802	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0307119_135643292	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114341_100318701	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114348_11522901	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114354_13005321	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114336_11311192	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114337_11084862	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0307119_126663083	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114336_100001824	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0307118_15422581	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114364_11120072	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0071351_10953271	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114341_101060691	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114336_14341051	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114336_100536415	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114336_10242835	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0307119_109727854	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114841_10068959	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114336_10029371	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114351_12015232	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114364_10555573	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114347_12451601	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0226807_11652571	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0226807_10011794	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114364_12256441	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114364_12258391	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114364_12372081	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0226807_10296041	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114344_11266751	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114354_100049632	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114336_10341872	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114344_10053323	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0226810_10210632	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114364_12183501	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114341_102522361	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114341_100897103	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114337_12651701	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114337_14013661	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114364_100094221	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114364_12195111	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114841_10582513	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114341_104605382	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114337_10061048	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114336_10063449	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114337_100021474	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114336_10282817	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114336_100233430	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0307119_110120164	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114364_10887564	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0226807_11912101	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114351_12015801	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114336_10044643	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0226812_1016002	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114351_10316825	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114341_100161252	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0307119_131160392	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114354_10179802	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0226665_10022871	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114344_10130492	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0307119_119168701	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114341_100077492	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0365732_1646164_2_3175	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114336_100013564	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114336_10013407	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114354_100123616	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114341_100141811	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114347_100022298	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114341_100242732	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114336_10018738	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114354_10012298	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114341_100201992	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114341_1000058139	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114354_10008118	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114336_10038685	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114344_100122221	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114351_10045961	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114341_100473191	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0365732_0473172_8_2974	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114341_100300942	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114354_10254071	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114336_10073061	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114347_10020296	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114341_100069665	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114336_10038962	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114336_10016779	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114337_100531313	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114341_100544962	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114354_10008431	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114351_10206371	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114351_100326924	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114341_100082002	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114336_100275420	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114344_10004341	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114337_10479571	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114336_10018589	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114354_10059451	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114336_10300461	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0226817_100119191	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0365732_0153425_44_3712	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114337_10290471	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114341_100453581	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0226810_10069412	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114336_10054998	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0226665_10012602	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114351_10378051	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114344_10067552	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114354_10213021	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0307119_126915412	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114337_10005675	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114337_100198627	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114347_10107812	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0307118_11620007	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114341_100079464	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114351_10275201	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0226666_10057481	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114341_100132061	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114354_10116491	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114354_100029323	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114341_100092874	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114337_10257431	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114336_10059429	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114341_1000290912	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114341_100327812	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114336_100618417	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114841_10004591	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0365732_0360000_7848_11996	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0226810_10097233	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114337_100125239	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114354_10206931	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114354_10005679	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114336_100136022	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114351_10039781	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114337_1000001295	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114347_10197852	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114354_100050826	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114841_10213122	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114337_101037310	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114347_10012463	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0365732_1457074_2_3370	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0226810_100026724	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114354_100000636	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114337_10060992	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114344_100007843	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0226807_100303519	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114337_100087245	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0071351_10051382	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114341_1000092338	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114336_100283326	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114336_10058502	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114341_100446871	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0226809_10001702	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114354_10188471	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114341_100482131	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0307119_102880671	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114354_10272461	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114841_100007047	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114337_100007160	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114841_100118316	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0307119_122846878	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114337_100050013	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114341_1000021531	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114337_10252331	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114344_10138211	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114337_100105715	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114341_100291781	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114337_10284651	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114341_1000555117	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114341_100457791	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114341_1000054932	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114336_10249232	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114841_10196248	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114341_1000208525	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114347_10120952	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114336_10029943	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114354_100069814	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114337_10099247	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114347_100036434	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114336_10029819	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114351_10793492	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114841_10056151	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114341_100101849	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114347_10112013	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114336_10085742	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114341_100252935	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0307119_127866641	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114337_10102847	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
